"67343";"0"
"67344";"0"
"67361";"0"
"67362";"0"
"67363";"0"
"67364";"0"
"67365";"0"
"67366";"0"
"67367";"0"
"67368";"0"
"67369";"0"
"67372";"0"
"67373";"0"
"67374";"0"
"67375";"0"
"67376";"0"
"67377";"0"
"67378";"0"
"67379";"0"
"67380";"0"
"67381";"0"
"67382";"0"
"67383";"0"
"67384";"0"
"67385";"0"
"67386";"0"
"67387";"0"
"67388";"0"
"67389";"0"
"67390";"0"
"67391";"0"
"67392";"0"
"67393";"0"
"67394";"0"
"67395";"0"
"67396";"0"
"67397";"0"
"67398";"0"
"67399";"0"
"67400";"0"
"67401";"0"
"67402";"0"
"67403";"0"
"67404";"0"
"67407";"0"
"67408";"0"
"67409";"0"
"67410";"0"
"67411";"0"
"67412";"0"
"67413";"0"
"67414";"0"
"67415";"0"
"67416";"0"
"67034";"0"
"67035";"0"
"67036";"0"
"67037";"0"
"67038";"0"
"67039";"0"
"67040";"0"
"67041";"0"
"67042";"0"
"67043";"0"
"67044";"0"
"67045";"0"
"67046";"0"
"67047";"0"
"67048";"0"
"67049";"0"
"67050";"0"
"67051";"0"
"67052";"0"
"67053";"0"
"67054";"0"
"67055";"0"
"67056";"0"
"67057";"0"
"67058";"0"
"67059";"0"
"67060";"0"
"67061";"0"
"67062";"0"
"67063";"0"
"67064";"0"
"67065";"0"
"67068";"0"
"67069";"0"
"67070";"0"
"67071";"0"
"67072";"0"
"67073";"0"
"67074";"0"
"67075";"0"
"67076";"0"
"67077";"0"
"67078";"0"
"67079";"0"
"67080";"0"
"67081";"0"
"67083";"0"
"67084";"0"
"67085";"0"
"67086";"0"
"67088";"0"
"67089";"0"
"67090";"0"
"67092";"0"
"67093";"0"
"67094";"0"
"67099";"0"
"67102";"0"
"67103";"0"
"67104";"0"
"67105";"0"
"67106";"0"
"67134";"0"
"67135";"0"
"67136";"0"
"67137";"0"
"67138";"0"
"67139";"0"
"67140";"0"
"67153";"0"
"67154";"0"
"67155";"0"
"67156";"0"
"67157";"0"
"67158";"0"
"67159";"0"
"67160";"0"
"67161";"0"
"67162";"0"
"67163";"0"
"67165";"0"
"67166";"0"
"67167";"0"
"67168";"0"
"67169";"0"
"67184";"0"
"67185";"0"
"67186";"0"
"67187";"0"
"67188";"0"
"67189";"0"
"67190";"0"
"67191";"0"
"67192";"0"
"67193";"0"
"67194";"0"
"67195";"0"
"67196";"0"
"67197";"0"
"67198";"0"
"67199";"0"
"67200";"0"
"67201";"0"
"67202";"0"
"67203";"0"
"67204";"0"
"67205";"0"
"67206";"0"
"67207";"0"
"67208";"0"
"67209";"0"
"67210";"0"
"67211";"0"
"67212";"0"
"67213";"0"
"67214";"0"
"67215";"0"
"67216";"0"
"67217";"0"
"67218";"0"
"67219";"0"
"67220";"0"
"67221";"0"
"67222";"0"
"67224";"0"
"67225";"0"
"67226";"0"
"67227";"0"
"67228";"0"
"67229";"0"
"67230";"0"
"67231";"0"
"67232";"0"
"67233";"0"
"67234";"0"
"67235";"0"
"67236";"0"
"67237";"0"
"67238";"0"
"67239";"0"
"67240";"0"
"67241";"0"
"67242";"0"
"67243";"0"
"67244";"0"
"67245";"0"
"67246";"0"
"67247";"0"
"67248";"0"
"67249";"0"
"67250";"0"
"67252";"0"
"67253";"0"
"67254";"0"
"67255";"0"
"67256";"0"
"67257";"0"
"67258";"0"
"67259";"0"
"67260";"0"
"67261";"0"
"67262";"0"
"67263";"0"
"67264";"0"
"67265";"0"
"67266";"0"
"67267";"0"
"67268";"0"
"67271";"0"
"67272";"0"
"67273";"0"
